canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,tcm,n_active,MTS
CC[C@H](C)[C@@H]1/N=C(\O)[C@H](CC2=CNC3=CC=CC=C23)/N=C(\O)[C@H](C)/N=C(\O)[C@H](C)/N=C(\O)C/N=C(\O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,"(3~{S},9~{S},10~{Z},12~{S},13~{Z},15~{S},16~{Z},18~{S},19~{Z},22~{Z},24~{S})-11,14,17,20,23-pentahydroxy-12-(1~{H}-indol-3-ylmethyl)-15,18-dimethyl-9-[(1~{S})-1-methylpropyl]-1,7,10,13,16,19,22-heptazatricyclo[22.3.0.0^{3,7}]heptacosa-10,13,16,19,22-pentaene-2,8-dione",Alstonia angustiloba|Annona cherimola|Artemisia pectinata|Aspergillus microcysticus|Baccharis grandicapitulata|Beesia calthifolia|Boschniakia rossica|Botrychium ternatum|Bursera kerberi|Clerodendrum trichotomum|Clinacanthus nutans|Coffea liberica var. dewevrei|Costasiella ocellifera|Creosphaeria sassafras|Crotalaria stolzii|Curcuma aeruginosa|Delisea elegans|Delphinium giraldii|Emericellopsis minima|Eucalyptus albens|Euonymus fortunei|Euploca racemosa|Gutierrezia dracunculoides|Hedysarum gmelini|Helenium integrifolium|Juniperus scopulorum|Lasianthaea podocephala|Lupinus cosentinii|Melampodium leucanthum|Micromonospora echinospora|Morella pensylvanica|Ormosia dasycarpa|Papaver pseudocanescens|Pellacalyx axillaris|Pestalotiopsis oenotherae|Phlomis crinita|Piper brachystachyum|Pseudocyphellaria australiensis|Psidium acutangulum|Renealmia alpinia|Rhododendron mucronulatum|Sarcophyton flexuosum|Selinum libanotis|Senecio congestus|Sideritis dasygnaphala|Stellaria media|Streptomyces melanogenes|Streptomyces parvisporogenes|Tephroseris kirilowii|Zephyranthes flava,Amino acids and Peptides,6.5,7.46,5.55,5.8,5.42,4.92,5.35,6.85,5.05,7.01,7.11,7.46,茵陈/青蒿,4,27.82
CC(C)=CCC1=C(C2=CC(O)=C(O)C=C2O)OC2=C3C=CC(C)(C)OC3=CC(O)=C2C1=O,Artonin E,Agabus bipustulatus|Artocarpus Altilis|Artocarpus altilis (Parkinson) Fosberg|Artocarpus chama|Artocarpus chaplasha|Artocarpus communis|Artocarpus elasticus|Artocarpus kemando|Artocarpus lanceaefolia|Artocarpus nobilis|Artocarpus rigidus|Artocarpus rotunda (Hout) Panzer|Artocarpus scortechinii|Artocarpus scortechinii King|Cereus validus|Conyza incana|Desmodium tortuosum|Epichloe festucae var. lolii|Eucalyptus amplifolia|Grateloupia carnosa|Helinus ovatus|Oenothera laciniata|Paeonia rockii|Papaver pavoninum|Primula glaucescens|Salvia calycina|Senecio oxyodon|Solanum sarrachoides|breadfruit,Shikimates and Phenylpropanoids,6.71,7.7,5.26,6.24,6.77,5.83,5.71,5.58,5.24,6.63,7.06,7.7,丹参,4,27.81
CC(C)=CCC(CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC3=C(C=C1O)O[C@@H](C1=CC=C(O)C=C1)[C@@H]3C1=CC(O)=CC(O)=C1)CC2=O)C(=O)O,YS10,Pseudosophora alopecuroides|Sophora alopecuroides|Sophora davidii|Sophora leachiana|Sophora stenophylla,Shikimates and Phenylpropanoids,6.51,7.66,5.25,6.37,6.89,5.45,6.02,5.78,5.11,6.75,7.1,7.66,苦参/槐,4,27.81
C=C1C(=O)[C@@]23CC[C@@H]4[C@](C)(CO[C@@H]5CCC(O)=N5)[C@@H](OC(C)=O)CC[C@@]4(C)[C@@H]2[C@@H](O)C[C@@H]1C3,"[(1~{R},4~{S},5~{R},6~{S},9~{R},10~{S},11~{S},13~{S})-11-hydroxy-5-[[(2~{R})-5-hydroxy-3,4-dihydro-2~{H}-pyrrol-2-yl]oxymethyl]-5,9-dimethyl-14-methylene-15-oxo-6-tetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadecanyl] acetate",Isodon excisus,Terpenoids,6.67,7.58,4.41,5.39,5.47,5.14,5.36,6.67,5.15,6.89,7.05,7.58,香茶菜/冬凌草,4,27.81
CCCC[C@H](C)[C@@H]1C/C(O)=N/C/C(O)=N/[C@@H](C(C)C)/C(O)=N/[C@H](CC(C)C)/C(O)=N/[C@@H](C)/C(O)=N/[C@@H](CC2=CC=CC=C2)C(=O)O1,"(3~{S},4~{Z},6~{S},7~{Z},9~{R},10~{Z},12~{S},13~{Z},16~{Z},19~{S})-3-benzyl-5,8,11,14,17-pentahydroxy-9-isobutyl-12-isopropyl-6-methyl-19-[(1~{S})-1-methylpentyl]-1-oxa-4,7,10,13,16-pentazacyclononadeca-4,7,10,13,16-pentaen-2-one",Aplysia angasi|Carex folliculata|Cercospora ligustri|Cocculus pendulus|Cosmos bipinnatus|Dendroctonus brevicomis|Dictyostelium brefeldianum|Glycosmis parviflora|Hypoxis filiformis|Ipomoea tuberosa|Madhuca utilis|Magnolia baillonii|Phyllanthus maderaspatensis|Pimelea simplex|Piper lolot,Polyketides,6.58,7.6,5.62,6.1,5.58,5.23,5.59,6.74,5.44,6.89,7.08,7.6,叶下珠,4,27.81
CC1(C)CCC(CC2=C3O[C@H](C4=CC=C(O)C=C4O)CC(=O)C3=C(O)C3=C2O[C@H](C2=CC=C(O)C=C2)[C@H]3C2=CC(O)=CC(O)=C2)C(C)(C)O1,"(2S,3S,7S)-7-(2,4-dihydroxyphenyl)-3-(3,5-dihydroxyphenyl)-4-hydroxy-2-(4-hydroxyphenyl)-9-[(2,2,6,6-tetramethyloxan-3-yl)methyl]-2,3,6,7-tetrahydrofuro[3,2-g]chromen-5-one",Sophora alopecuroides,Shikimates and Phenylpropanoids,6.66,7.33,5.27,5.81,6.98,5.12,6.09,5.64,5.1,6.82,7.04,7.33,苦参/槐,4,27.79
COC1=C(OC)[C@]23CCC4=CC=C(O)C(OC)=C4[C@]2(CCN3C)CC1=O,,Stephania japonica|Stephania japonica Miers,Alkaloids,6.59,7.44,5.44,5.82,6.7,5.8,5.7,5.36,5.1,7.06,7.07,7.44,防己,4,27.79
COC1=C(OC)[C@]23CCC4=CC=C(O)C(OC)=C4C2(CCN3C)CC1=O,,Stephania Japonica|Stephania japonica,Alkaloids,6.59,7.44,5.44,5.82,6.7,5.8,5.7,5.36,5.1,7.06,7.07,7.44,防己,4,27.79
COC1=CC([C@@H]2[C@H]3CO[C@@]4(O)C(=O)[C@@H]2C=C([C@@H]2CC(=O)C5=C(O)C=C(O)C=C5O2)[C@@H]34)=CC=C1O,(+)-Silymonin,Silybum Marianum,Shikimates and Phenylpropanoids,6.55,7.47,5.2,5.9,6.7,5.65,5.75,5.37,5.07,7.06,7.08,7.47,水飞蓟,4,27.78
CC[C@@H](C)[C@H]1N=C(O)/C(=C(/C)O)C1=O,"(2R,4E)-2-[(2R)-butan-2-yl]-5-hydroxy-4-(1-hydroxyethylidene)-2H-pyrrol-3-one",Bryoria implexa|Glycosmis trichanthera|Magnaporthe oryzae|Polyporus tuberaster|Protea neriifolia|Senecio chrysocoma|Viola philippica,Polyketides,6.5,7.63,4.34,5.96,5.26,6.79,5.57,5.38,5.14,6.86,7.09,7.63,千里光,4,27.78
CC(C)C1=CC2=C[C@H]3OC4=C(O[C@]35C(C)(C)CCC[C@@]5(C)C2=C(O)C1=O)C(C(C)C)=CC1=C4[C@]2(C)CCCC(C)(C)C2=CC1=O,hongencaotone,Angelica keiskei|Gouania tomentosa|Salvia prionitis|Spongia vermicularis,Terpenoids,6.98,7.5,4.27,6.0,5.53,5.22,6.69,5.44,5.07,6.6,7.06,7.5,丹参,4,27.77
C=C(C)[C@@H](CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,,Sophora flavescens,Shikimates and Phenylpropanoids,6.69,7.63,5.09,6.45,6.73,5.66,5.71,5.66,5.06,6.71,7.02,7.63,苦参/槐,4,27.76
C=C(C)C(CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,"(2S)-2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-8-(5-hydroxy-5-methyl-2-prop-1-en-2-ylhexyl)-2,3-dihydrochromen-4-one",Sophora flavescens,Shikimates and Phenylpropanoids,6.69,7.63,5.09,6.45,6.73,5.66,5.71,5.66,5.06,6.71,7.02,7.63,苦参/槐,4,27.76
C=C(C)[C@H](CCC(C)(C)O)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,Norkurarinol,Abelia chinensis|Aplophyllum alberti-regelii|Aquilaria agallocha|Aquilaria agallochum|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.69,7.63,5.09,6.45,6.73,5.66,5.71,5.66,5.06,6.71,7.02,7.63,地耳草/田基黄,4,27.76
COC1=CC(CC[C@@H](O)C[C@@H](O)CCC2=CC=C(O)C=C2)=CC(O)=C1O,"5-((3R,5S)-3,5-Dihydroxy-7-(4-hydroxyphenyl)heptyl)-3-methoxybenzene-1,2-diol",Curcuma kwangsiensis,Shikimates and Phenylpropanoids,6.05,7.17,4.99,7.2,5.22,6.51,5.92,5.26,5.18,6.87,7.08,7.2,莪术/姜黄,4,27.75
CC(C)C(=O)C1=C(O)C(CC2=C(O)C(C(=O)C(C)C)=C(O)C3=C2OC(C)(C)C2CC(C)(C)CC32)=C(O)C(C)(C)C1=O,,Hypericum brasiliense|Hypericum perforatum,Polyketides,6.72,7.5,4.4,6.66,5.85,5.28,5.53,5.5,5.16,6.87,7.03,7.5,地耳草/田基黄,4,27.75
COC1=CC(CC[C@H](O)C[C@H](O)CCC2=CC=C(O)C=C2)=CC(O)=C1O,,Curcuma kwangsiensis,Shikimates and Phenylpropanoids,6.05,7.17,4.99,7.2,5.22,6.51,5.92,5.26,5.18,6.87,7.08,7.2,莪术/姜黄,4,27.75
COC1=CC(C[C@@]2(O)C(=O)OC[C@]2(O)CC2=CC=C3OCOC3=C2)=CC=C1O,,Cunninghamia lanceolata|Erucastrum gallicum|Panax stipuleanatus,Shikimates and Phenylpropanoids,6.61,7.61,5.05,6.55,5.41,5.96,5.8,5.31,5.21,6.97,7.06,7.61,人参/三七,4,27.74
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"Ergosta-4,6,8(14),22-tetraen-3-one",Achillea leptophylla|Agelenopsis aperta|Alibertia macrophylla|Alternaria alternata|Amomum sulcatum|Annulohypoxylon squamulosum|Antrodia camphorata|Aphanamixis Polystachya|Aphanamixis polystachya|Arnebia euchroma|Artemisia lanata|Aspergillus flavus|Aspergillus fumigatus|Aspergillus niger|Aspergillus ochraceus|Aster conspicuus|Astraeus hygrometricus|Austrobaileya scandens|Barleria strigosa|Beilschmiedia tsangii|Bosistoa floydii|Brassica oleracea|Callyspongia siphonella|Calvatia cyathiformis|Candida utilis|Capsella bursa-pastoris|Cassia artemisioides|Cassia greggii|Cassia reticulata|Catathelasma ventricosa|Catathelasma ventricosum|Centaurea dealbata|Clitocybula oculus|Cordyceps sinensis|Coussarea brevicaulis|Cremastra appendiculata|Crescentia cujete|Crotalaria ferruginea|Daldinia concentrica|Dioscorea futschauensis|Diospyros ferrea|Diospyros maritima|Dorstenia barnimiana|Dysidea herbacea|Edenia gomezpompae|Elaeagnus glabra|Eucalyptus coccifera|Euphorbia jaxartica|Fomes applanatus|Fomes officinalis|Fornes officinalis|Frullania inflata|Fungi|Fusanium moniliforme|Gama farinosum|Ganoderma applanatum|Ganoderma australe|Ganoderma lucidum|Ganoderma pfeifferi|Gouania lupuloides|Grifola frondosa|Guanomyces polythrix|Gymnosporia acuminata|Gymnosporia oxyphylla|Halocynthia aurantium|Hedysarum sachalinense|Inocybe aeruginascens|Juniperus occidentalis|Kalimeris shimadae|Kleinia tomentosa|Lamellodysidea herbacea|Lamprometra klunzingeri|Lampteromyces japonicus|Macaranga conifera|Malva rotundifolia|Melanocarpus albomyces|Micromelum integerrimum|Mitragyna macrophylla|Murrayella periclados|Neonectria obtusispora|Nicotiana cavicola|Nymphaea ampla|Ophiocordyceps sinensis|Ormosia pachycarpa|Oxybasis urbica|Papaver glaucum|Penicillium camemberti|Penicillium chrysogenum|Penicillium citrinum|Penicillium commune|Penicillium griseofulvum|Penicillium islandicum|Penicillium rubrum|Pentaceraster regulus|Pestalotiopsis longiseta|Phora hyperborea|Pimpinella anisum|Piper philippinum|Plakortis lita|Pleione bulbocodioides|Pleione yunnanensis|Pleosporales sp. + Bacillus wiedmannii|Polyporus picipes|Polyporus umbellatus|Prunus cerasus|Quercus laurifolia|Rhizomnium magnifolium|Rhizophora apiculata|Rubia ustulata|Salvia divaricata|Sarcophyton latum|Sargassum kjellmanianum|Schlumbergera truncata|Sedum forsterianum|Senna didymobotrya|Solanum nodiflorum|Sorocea ilicifolia|Sphacelaria arctica|Sphingomonas paucimobilis|Stomatanthes corumbensis|Streptomyces microflavus|Taiwanofungus camphoratus|Trapa bispinosa|Triangularia longicaudata|Tuber indicum|Umbilicaria proboscidea|Uvaria mocoli|Vepris madagascarica|Verbascum georgicum|Veronica intercedens|Vigna mungo|Viguiera cordifolia|Wyethia angustifolia|Xylaria|Xylaria obovata|Zanthoxylum parviflorum|Zieria chevalieri|Zopfiella longicaudata|tripolium vulgare,Terpenoids,6.99,7.54,4.41,6.6,5.12,5.12,5.15,5.42,4.95,6.61,7.05,7.54,丹参,4,27.74
C=C(C)[C@@H](CC=C(C)C)CC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C(O)C2=C1O[C@H](C1=CC3=C(C=C1O)O[C@@H](C1=CC=C(O)C=C1)[C@H]3C1=CC(O)=CC(O)=C1)CC2=O,,Sophora stenophylla,Shikimates and Phenylpropanoids,6.55,7.66,5.14,6.44,6.87,5.83,6.08,5.88,5.14,6.65,7.06,7.66,苦参/槐,4,27.73
CSCC[C@@H](NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)O)C(=O)N[C@H](C(=O)N/C=C1/C[C@@H](O)[C@H](N2C=CC(O)=NC2=O)O1)[C@H](C)N(C)C(=O)[C@H]1CC2=CC(O)=CC=C2CN1,"(2S)-2-[[(2R)-1-[[(2S,3S)-1-[[(Z)-[(4R,5R)-4-hydroxy-5-(4-hydroxy-2-oxopyrimidin-1-yl)oxolan-2-ylidene]methyl]amino]-3-[[(3R)-6-hydroxy-1,2,3,4-tetrahydroisoquinoline-3-carbonyl]-methylamino]-1-oxobutan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]carbamoylamino]-3-(3-hydroxyphenyl)propanoic acid",Carpesium abrotanoides|Maytenus jelskii|Phyllanthus reticulatus|Simmondsia chinensis|Strychnos pungens,Amino acids and Peptides,5.62,7.46,5.78,6.83,5.95,5.48,5.79,6.84,5.28,6.59,7.04,7.46,叶下珠,4,27.72
C=C[C@]1(C)C=C2C(=O)C[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)OO[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C)C4=CC(O)=C(C(C)C)C=C43)[C@H]2CC1,,Breonia chinensis|Campylotropis hirtella|Ceropegia dichotoma|Crinum moorei|Crotalaria candicans|Cryptomeria japonica|Dendrobium loddigesii|Distephanus angulifolius|Eria japonica|Eucalyptus apodophylla|Eucalyptus globulus subsp. bicostata|Glycosmis macrophylla|Gypsophila perfoliata|Hypericum polyanthemum|Juniperus drupacea|Martensia denticulata|Mentha cardiaca|Ononis spinosa|Pentaclethra macrophylla|Periploca sepium|Plectranthus myrianthus|Pterocaulon virgatum|Rhodiola semenovii|Salvia sessei|Sonneratia caseolaris|Stephania zippeliana|Talaromyces variabilis|Tristania conferta|Vernonia cistifolia|Veronica polita,Terpenoids,7.1,7.34,4.4,5.97,5.54,5.35,5.89,6.6,5.18,6.68,7.04,7.34,地耳草/田基黄,4,27.72
COC1=CC([C@@H]2CC(=O)C3=C(O)C=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3O2)=CC=C1O[C@@H]1OC[C@](O)(COC(=O)C=CC2=CC=CC=C2)[C@H]1O,,Oophaga speciosa|Picea vulgaris|Swertia punctata,Shikimates and Phenylpropanoids,6.65,7.63,5.29,6.01,6.81,5.72,5.73,5.71,5.26,6.62,7.03,7.63,当药/藏茵陈,4,27.71
CC1(C)C=CC2=C(C=CC3=C2OC=C(OC2=CC=C(O)C=C2O)C3=O)O1,"3-(2,4-dihydroxyphenoxy)-8,8-dimethylpyrano[2,3-f]chromen-4-one",Glycyrrhiza glabra|liquorice,Polyketides,7.0,7.54,4.94,6.14,6.63,6.05,5.76,6.37,5.09,6.54,7.06,7.54,甘草,4,27.71
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC3=C(C=C1O)O[C@@H](C1=CC=C(O)C=C1)[C@@H]3C1=CC(O)=CC(O)=C1)CC2=O,Sophoraflavanone I,Sophora davidii|Sophora leachiana|Sophora moorcroftiana,Shikimates and Phenylpropanoids,6.5,7.64,5.23,6.35,6.86,5.52,6.05,5.8,5.11,6.7,7.07,7.64,苦参/槐,4,27.7
O=C(O)/C=C(\C(=O)O[C@H]1[C@@H]2OC(=O)C3=CC(OC4=C(C(=O)O)C=C(O)C(O)=C4O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OC[C@H]1O[C@@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)C2O)[C@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@@H]1C(=O)O,"(3~{S},4~{R})-4-[(~{Z})-2-carboxy-1-[[(1~{R},19~{R},21~{S},23~{R})-6-(6-carboxy-2,3,4-trihydroxy-phenoxy)-7,8,11,12,13,22-hexahydroxy-3,16-dioxo-21-(3,4,5-trihydroxybenzoyl)oxy-2,17,20-trioxatetracyclo[17.3.1.0^{4,9}.0^{10,15}]tricosa-4,6,8,10(15),11,13-hexaen-23-yl]oxycarbonyl]vinyl]-5,6,7-trihydroxy-1-oxo-isochromane-3-carboxylic acid",Acacia glaucescens|Agave utahensis|Artemisia bigelovii|Bipolaris zeicola|Blainvillea rhomboidea|Centaurea cadmea|Cyathocline purpurea|Epipolasis kushimotoensis|Glycyrrhiza squamulosa|Kelletia kelletii|Mallotus repandus|Matricaria parthenium|Mnium hornum|Plantago alpina|Pulicaria wightiana|Senecio chinensis|Thermopsis lanceolata|Valeriana hardwickii|Xanthoparmelia subincerta|Yucca flexilis,Shikimates and Phenylpropanoids,6.8,7.58,4.58,6.23,5.9,5.56,5.83,6.52,5.38,6.8,7.06,7.58,甘草,4,27.7
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C(CC=C(C)C)=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,Kushenol B,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora Flavescens|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.52,7.65,5.23,6.18,6.81,5.19,5.76,5.75,5.19,6.72,7.06,7.65,地耳草/田基黄,4,27.7
CN[C@H](CC(C)C)C(=O)N[C@H]1/C(O)=N/[C@@H](CC(N)=O)/C(O)=N/[C@H]2/C(O)=N/[C@H]3/C(O)=N/[C@H](/C(O)=N/[C@H](C(=O)O)C4=CC(O)=CC(O)=C4C4=CC3=CC=C4O)[C@H](O)C3=CC=C(OC4=CC2=CC(=C4O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)OC2=CC=C(C=C2Cl)[C@H]1O)C(Cl)=C3,FSL0943,Actinoallomurus sp.|Actinoallomurus sp. ID145113|Actinospica sp.|Aspergillus fischeri|Aspergillus porosus|Aspergillus sp. TJ29|Botrytis cinerea|Bulbine natalensis|Callistemon viminalis|Clathria basilana|Clausena wallichii|Dysidea granulosa|Erythrina sacleuxii|Garcinia nigrolineata|Isaria farinosa|Juncus inflexus|Lamellodysidea sp.|Laxitextum incrustatum|Mallotus philippensis|Microbulbifer sp.|Micromonospora harpali SCSIO GJ089|Micromonospora yangpuensis DSM 45577|Millettia extensa|Nocardia sp.|Nocardia spp.|Nostoc sp.|Penicillium camembertii|Penicillium clavigerum|Penicillium fuscum|Penicillium purpurogenum|Phoma medicaginis|Pseudoceratina cf. verrucosa|Pseudomonas chlororaphis subsp. aurantiaca|Salvia tingitana|Saussurea lappa|Serratia plymuthica MF371-2|Stachybotrys chartarum|Streptomyces fungicidicus|Streptomyces hawaiiensis|Streptomyces hygroscopicus|Streptomyces koyangensis SCSIO 5802|Streptomyces maizeus|Streptomyces scopuliridis SCSIO ZJ46|Streptomyces sp. HIL Y-9420704|Streptomyces sp. KIB-1414|Streptomyces sp. XMA39|Streptomyces sp. ZZ741|Trichoderma virens CMB-TN16|Verrucosispora sp.|Verrucosispora sp. SCSIO 40062|Vibrio spartinae 3.6|micromonospora sp.,Amino acids and Peptides,6.03,7.05,6.33,6.5,5.92,6.36,5.78,6.55,5.37,7.6,7.07,7.6,丹参,4,27.7
C=C(C)[C@@H](CC=C(C)C)CC1=C(O)C=C(O)C2=C1O[C@H](C1=CC3=C(C=C1O)O[C@@H](C1=CC=C(O)C=C1)[C@@H]3C1=CC(O)=CC(O)=C1)CC2=O,,Sophora davidii|Sophora leachiana|Sophora moorcroftiana|Sophora stenophylla,Shikimates and Phenylpropanoids,6.5,7.64,5.23,6.35,6.86,5.52,6.05,5.8,5.11,6.7,7.07,7.64,苦参/槐,4,27.7
C=C(C)[C@@H](CC=C(C)C)CC1=C(O)C(CC=C(C)C)=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1O)CC2=O,,Abelia chinensis|Aplophyllum alberti-regelii|Asimina parviflora|Atraphaxis spinosa|Baccharis neglecta|Centaurea maculosa|Chondrodendron tomentosum|Clerodendrum bungei|Conus mus|Cordia leucocephala|Dendronephthya griffini|Diospyros assimilis|Dolabella californica|Embelia parviflora|Embelia schimperi|Ephedra sinica|Epilobium hirsutum|Eria anomala|Erysimum leptophyllum|Erythrina melanacantha|Esenbeckia leiocarpa|Euphorbia nematocypha|Faramea salicifolia|Gymnocalycium schickendantzii|Haplophyllum obtusifolium|Helichrysum tenuifolium|Hypericum styphelioides|Latrunculia magnifica|Lemaireocereus longispinus|Lycogala epidendrum|Lythrum salicaria|Megaselia flavescens|Monsonia senegalensis|Morella rubra|Myxococcus stipitatus|Onopordum acanthium|Pancratium sickenbergeri|Piper regnellii|Planchonia grandis|Plathymenia reticulata|Pteridium esculentum|Rhinella marina|Shigella dysenteriae|Simarouba glauca|Siphonaria capensis|Sophora flavescens|Syzygium polycephaloides|Theonella conica|Tricholoma columbetta|Vellozia nanuzae|Vernonia fagifolia,Shikimates and Phenylpropanoids,6.52,7.65,5.23,6.18,6.81,5.19,5.76,5.75,5.19,6.72,7.06,7.65,地耳草/田基黄,4,27.7
C=C(C)[C@H](CC=C(C)C)CC1=C(O)C=C(O)C2=C1OC(C1=CC3=C(C=C1O)O[C@@H](C1=CC=C(O)C=C1)[C@@H]3C1=CC(O)=CC(O)=C1)CC2=O,,Pseudosophora alopecuroides|Sophora alopecuroides|Sophora leachiana|Sophora moorcroftiana,Shikimates and Phenylpropanoids,6.5,7.64,5.23,6.35,6.86,5.52,6.05,5.8,5.11,6.7,7.07,7.64,苦参/槐,4,27.7
O=C(O)/C=C(\C(=O)O[C@H]1[C@@H]2OC(=O)C3=CC(OC4=C(C(=O)O)C=C(O)C(O)=C4O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OC[C@H]1O[C@@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)C2O)[C@@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@@H]1C(=O)O,,Mallotus repandus|Phyllanthus amarus,Shikimates and Phenylpropanoids,6.8,7.58,4.58,6.23,5.9,5.56,5.83,6.52,5.38,6.8,7.06,7.58,叶下珠,4,27.7
O=C(O)/C=C(/C(=O)O[C@H]1[C@@H]2OC(=O)C3=CC(OC4=C(C(=O)O)C=C(O)C(O)=C4O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OC[C@H]1O[C@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)C2O)[C@H]1C2=C(O)C(O)=C(O)C=C2C(=O)O[C@H]1C(=O)O,"(3~{R},4~{R})-4-[(~{E})-2-carboxy-1-[[(1~{R},19~{R},21~{R},23~{R})-6-(6-carboxy-2,3,4-trihydroxy-phenoxy)-7,8,11,12,13,22-hexahydroxy-3,16-dioxo-21-(3,4,5-trihydroxybenzoyl)oxy-2,17,20-trioxatetracyclo[17.3.1.0^{4,9}.0^{10,15}]tricosa-4,6,8,10(15),11,13-hexaen-23-yl]oxycarbonyl]vinyl]-5,6,7-trihydroxy-1-oxo-isochromane-3-carboxylic acid",Acacia glaucescens|Agave utahensis|Artemisia bigelovii|Bipolaris zeicola|Blainvillea rhomboidea|Celastrus orbiculatus|Centaurea cadmea|Chaenomeles speciosa|Cyathocline purpurea|Epipolasis kushimotoensis|Glycyrrhiza squamulosa|Kelletia kelletii|Libanotis buchtormensis|Mallotus repandus|Matricaria parthenium|Mnium hornum|Plantago alpina|Pulicaria wightiana|Secale cereale|Senecio chinensis|Thalictrum foetidum|Thermopsis lanceolata|Valeriana hardwickii|Xanthoparmelia subincerta|Yucca flexilis,Shikimates and Phenylpropanoids,6.8,7.58,4.58,6.23,5.9,5.56,5.83,6.52,5.38,6.8,7.06,7.58,甘草,4,27.7
