identifier,canonical_smiles,name,chemical_super_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,organisms,dois,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,mw,logp,hbd,hba,obscure,composite
CNP0351583.1,COC1=CC=C2OC3=C4C(=C(O)C(O)=C3C(=O)C2=C1O)CCC1=CC2=C(C(=O)N3[C@@](C)(C2)OC(=O)[C@]3(C)CO)C(O)=C14,Citreamicin theta A,Organoheterocyclic compounds,Polyketides,Polycyclic aromatic polyketides,Ericamycins,Marine Bacteria (Unclassified)|Streptomyces caelestis|Streptomyces caelestis AW9-9C,10.1021/acs.jnatprod.6b00235|10.1039/c3np70117d|10.3390/MD10112571|10.3390/md10112571,Marine Bacteria (Unclassified)|Streptomyces caelestis|Streptomyces caelestis AW9-9C,Polyketides,6.53,7.7,5.3,6.53,5.39,5.98,5.97,5.67,5.11,6.37,6.92,7.7,575.5260000000004,2.565100000000002,5,11,2.0,9.0
CNP0116445.0,CN1C=C2CCN=C3C4=C(NC=C4C4=CC=C(O)C=C4)C(=O)C1=C32,Tsitsikammamine B,Organoheterocyclic compounds,Alkaloids,Tryptophan alkaloids,Pyrroloquinoline alkaloids,Tsitsikamma favus|latrunculid sponges|unidentified sponge,10.1016/0040-4039(96)01560-2|10.1021/np034084b|10.1039/a815113y,Tsitsikamma favus|latrunculid sponges|unidentified sponge,Alkaloids,6.38,7.69,5.87,5.83,5.58,6.18,6.04,6.27,5.23,6.7,6.92,7.69,317.3480000000001,2.6637000000000004,2,3,2.0,9.0
CNP0324385.2,C=C1CC[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@H]1CC[C@H]1CCOC1=O,,Lipids and lipid-like molecules,Terpenoids,Diterpenoids,Norlabdane diterpenoids,Taiwanofungus camphoratus,10.1021/NP0581263,Taiwanofungus camphoratus,Terpenoids,6.83,7.64,4.6,6.29,5.27,5.17,5.9,5.24,5.13,5.64,6.92,7.64,320.47300000000007,4.100900000000004,1,3,2.0,9.0
CNP0110713.1,C=C1[C@@H](C)[C@H]2[C@H](C(OC)C3=CNC4=CC=CC=C34)NC(=O)[C@]23C(=O)CC[C@H](O)C(=O)/C(C)=C\[C@@H](C)C/C=C\[C@H]3[C@@H]1O,Oxichaetoglobosin C/D,Organoheterocyclic compounds,Alkaloids,Pseudoalkaloids,Cytochalasan alkaloids,Unknown-fungus sp.,10.1021/acs.jnatprod.8b00110,Unknown-fungus sp.,Alkaloids,6.72,7.78,5.65,6.25,5.62,6.12,5.73,5.28,5.15,5.8,6.92,7.78,560.6910000000005,3.9610000000000034,4,6,2.0,9.0
CNP0073277.1,CC1=CC(O)=CC(O)=C1C(=O)O[C@H]1CC2=C(COC(/C=C/C(=O)O)=C2)C(=O)[C@@]1(C)O,Montagnuphilone A,Organoheterocyclic compounds,Polyketides,Chromanes,Azaphilones,Unknown-fungus sp. DM0194,10.1021/acs.jnatprod.6b00714,Unknown-fungus sp. DM0194,Polyketides,6.38,7.62,4.4,5.75,5.26,5.61,6.11,5.43,4.96,6.76,6.92,7.62,416.3820000000001,1.5069199999999996,4,8,2.0,9.0
CNP0074237.1,C[C@H]1CCC[C@@H]2C=C[C@H](C)[C@@](C)(C3=CC(O)=C(C=N)C(=O)O3)[C@H]12,solanapyrone L,Organoheterocyclic compounds,Polyketides,Cyclic polyketides,Decalins with 2-pyrones,Unknown-fungus sp.,10.1021/np070251m,Unknown-fungus sp.,Polyketides,6.46,7.65,4.57,5.75,5.16,5.43,5.7,5.15,5.12,6.66,6.92,7.65,315.413,3.8590700000000027,2,4,2.0,9.0
CNP0160114.0,O=C1OCC2=CC=CC(O)=C12,7-Hydroxyisobenzofuran-1(3H)-one,Organoheterocyclic compounds,Polyketides,Cyclic polyketides,Phthalide derivatives,Cladosporium|Cladosporium sp.|Unknown-fungus fungicolous Hyphomycete Resembling Cladosporium|Valsa,10.1021/NP020097Y|10.1021/np020097y|10.1080/00021369.1984.10866655|10.1271/BBB1961.48.3151,Cladosporium|Cladosporium sp.|Unknown-fungus fungicolous Hyphomycete Resembling Cladosporium|Valsa,Polyketides,6.34,7.73,5.23,5.69,5.33,5.4,5.88,5.73,5.08,6.69,6.92,7.73,150.13299999999998,1.0625999999999998,1,3,2.0,9.0
CNP0483855.0,CCN1C(=N)N=C(O)C1(CCCNC(=O)C1=CC(Br)=C(Br)N1C)NCCS(=O)(=O)O,"2-[[4-[3-[(4,5-dibromo-1-methylpyrrole-2-carbonyl)amino]propyl]-3-ethyl-5-hydroxy-2-iminoimidazol-4-yl]amino]ethanesulfonic acid",Organoheterocyclic compounds,Alkaloids,Histidine alkaloids,Imidazole alkaloids,agelas sponges,10.1016/j.bmc.2009.12.028,agelas sponges,Alkaloids,6.16,7.09,4.64,5.78,6.72,5.74,6.35,5.73,5.95,6.96,6.92,7.09,572.2800000000002,1.4605700000000004,5,5,2.0,9.0
CNP0131702.1,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,"(E,6R)-2-methyl-6-[(5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-3,7,11-trioxo-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-17-yl]hept-2-enoic acid",Lipids and lipid-like molecules,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Taiwanofungus camphoratus,10.1021/NP300443P|10.1021/np300443p,Taiwanofungus camphoratus,Terpenoids,7.02,7.55,4.37,6.16,6.2,4.88,5.53,5.31,5.11,5.54,6.92,7.55,482.66100000000034,6.110000000000006,1,4,2.0,9.0
CNP0112926.0,COCC1=C(O)C=C2C(=O)C3=CC=CC=C3C(=O)C2=C1O,79560-36-4,Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Chara corallina|Damnacanthus indicus|Euphorbia ingens|Faramea occidentalis|Galium aparine|Galium spurium|Galium verum|Gynochthodes officinalis|Gynochthodes parvifolia|Monilinia fructigena|Morinda Parvifolia|Morinda citrifolia|Morinda elliptica|Morinda parvifolia|Ophiorrhiza pumila|Perna viridis|Plocama pendula|Rennellia elliptica|Rubia akane|Rubia pubescens|Rubia tinctorum|Rubia wallichiana|Rubia wallichiana DECNE|Siphonaria funiculata|Solanum curtipes|Stachys recta,10.1002/CBDV.200800047|10.1016/0031-9422(92)90070-7|10.1016/0031-9422(93)85131-A|10.1016/0031-9422(94)00579-I|10.1016/J.FITOTE.2011.02.008|10.1016/S0031-9422(00)80719-0|10.1016/S0031-9422(00)83480-9|10.1016/S0031-9422(97)00252-5|10.1016/S0031-9422(97)00614-6|10.1016/S0040-4039(00)01205-3|10.1248/CPB.40.1504|10.1248/CPB.43.1462|10.1248/CPB.51.948|10.3390/MOLECULES15107218,Chara corallina|Damnacanthus indicus|Euphorbia ingens|Faramea occidentalis|Galium aparine|Galium spurium|Galium verum|Gynochthodes officinalis|Gynochthodes parvifolia|Monilinia fructigena|Morinda Parvifolia|Morinda citrifolia|Morinda elliptica|Morinda parvifolia|Ophiorrhiza pumila|Perna viridis|Plocama pendula|Rennellia elliptica|Rubia akane|Rubia pubescens|Rubia tinctorum|Rubia wallichiana|Rubia wallichiana DECNE|Siphonaria funiculata|Solanum curtipes|Stachys recta,Polyketides,6.45,7.73,5.46,6.11,5.32,6.25,5.76,5.7,5.12,6.59,6.92,7.73,284.267,2.0196,2,5,2.0,9.0
CNP0428305.1,CC(C)=CCC1=CC[C@H](O)[C@@]2(C1=O)C(=O)C1=C(O)C=C(C)C=C1[C@@H]2O,Coleophomone E,Benzenoids,Polyketides,Meroterpenoids,,Unknown sp. SCSIO F46|unidentified species of Phylum Ascomycota,10.1039/c9np00069k|10.3389/fchem.2018.00536,Unknown sp. SCSIO F46|unidentified species of Phylum Ascomycota,Polyketides,6.57,7.54,4.55,5.62,5.43,5.3,5.73,5.53,5.25,6.65,6.92,7.54,342.3910000000001,2.5331200000000016,3,5,2.0,9.0
CNP0171040.4,CC1C[C@H](O)CC(=O)C2=C(O)C=C(O)C=C2CC(=O)O1,Xestodecalactone B,Organic oxygen compounds,Polyketides,Macrolides,Zearalenones,Unknown-fungus sp.,10.1021/np020085c,Unknown-fungus sp.,Polyketides,6.36,7.66,4.44,5.26,5.31,5.36,5.85,5.37,5.13,6.73,6.92,7.66,280.276,0.9093999999999998,3,6,2.0,9.0
CNP0351583.2,COC1=CC=C2OC3=C4C(=C(O)C(O)=C3C(=O)C2=C1O)CCC1=CC2=C(C(=O)N3[C@@](C)(CO)C(=O)O[C@@]3(C)C2)C(O)=C14,Citreamicin theta B,Organoheterocyclic compounds,Polyketides,Polycyclic aromatic polyketides,Ericamycins,Marine Bacteria (Unclassified)|Streptomyces caelestis|Streptomyces caelestis AW9-9C,10.1021/acs.jnatprod.6b00235|10.1039/c3np70117d|10.3390/MD10112571|10.3390/md10112571,Marine Bacteria (Unclassified)|Streptomyces caelestis|Streptomyces caelestis AW9-9C,Polyketides,6.53,7.7,5.3,6.53,5.39,5.98,5.97,5.67,5.11,6.37,6.92,7.7,575.5260000000003,2.5651000000000024,5,11,2.0,9.0
CNP0316170.1,COC(=O)CC1=CC(O)=C(C/C=C(\C)CC/C=C(\C)[C@H](OC(C)=O)C(=O)C=C(C)C)C=C1O,,Lipids and lipid-like molecules,Polyketides,Meroterpenoids,Tetraketide meroterpenoids,Alcyonium fauri|Purple soft coral,10.1016/0040-4039(95)00461-K|10.1039/np9971400259,Alcyonium fauri|Purple soft coral,Polyketides,6.03,7.12,4.72,6.26,6.62,6.08,5.93,5.61,5.27,7.01,6.92,7.12,458.5510000000002,4.495600000000005,2,7,2.0,9.0
CNP0432700.1,C/C=C/C1=C(C)[C@@H](O)[C@@H](O)CC1(C)C,,Organic oxygen compounds,Terpenoids,Apocarotenoids,Megastigmanes,Avicennia marina,10.1039/c6np00124f,Avicennia marina,Terpenoids,6.17,7.19,4.25,7.4,5.16,5.51,5.94,4.86,5.1,5.68,6.92,7.4,196.28999999999996,2.0307,2,2,2.0,9.0
CNP0290100.2,CC1=C[C@@H]2OC(=O)[C@]3(C)CCC[C@@](C)([C@@H]1CC[C@@H](C)CC(=O)O)[C@H]23,,Organic acids and derivatives,Terpenoids,Diterpenoids,Norlabdane diterpenoids,Acacia catechuoides|Dracaena deisteliana|Haminoea fusari|Hartwrightia floridana|Magnolia stellata|Ophiorrhiza acuminata|Petersianthus macrocarpus|Sida hermaphrodita|Streptomyces flavofungini|Ursinia nudicaulis,10.1016/0031-9422(81)85194-1,Acacia catechuoides|Dracaena deisteliana|Haminoea fusari|Hartwrightia floridana|Magnolia stellata|Ophiorrhiza acuminata|Petersianthus macrocarpus|Sida hermaphrodita|Streptomyces flavofungini|Ursinia nudicaulis,Terpenoids,7.0,7.59,4.48,6.16,5.23,5.1,5.46,5.3,5.02,5.95,6.92,7.59,334.4560000000001,4.191600000000003,1,3,2.0,9.0
CNP0151454.1,C[C@@H]1[C@H](O)CC[C@]2(C)C3=C(C(=O)C[C@@H]12)[C@@H]1CC[C@H]([C@H](C)CCO)[C@@]1(C)[C@@H](O)C3=O,"(3R,4S,5S,10S,12R,13R,14R,17R)-3,12-dihydroxy-17-[(2R)-4-hydroxybutan-2-yl]-4,10,13-trimethyl-2,3,4,5,6,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-7,11-dione",Lipids and lipid-like molecules,Terpenoids,Steroids,Cholestane steroids,Antrodia camphorata|Taiwanofungus camphoratus,10.1021/NP400741S|10.1021/np400741s,Antrodia camphorata|Taiwanofungus camphoratus,Terpenoids,7.07,7.55,4.37,6.15,4.84,5.33,5.42,5.15,5.1,5.88,6.92,7.55,404.5470000000002,2.6637000000000017,3,5,2.0,9.0
CNP0159852.1,COC1=CC(O)=C2C(=O)C[C@@](O)(CO)[C@@H](O)C2=C1,Balticol C,Benzenoids,Polyketides,Naphthalenes,Naphthalenones,Unknown-fungus sp. strain 222,10.1002/cbdv.200800150,Unknown-fungus sp. strain 222,Polyketides,6.68,7.51,4.4,5.98,5.2,5.7,5.82,5.39,5.19,6.56,6.92,7.51,254.23799999999997,-0.256,4,6,2.0,9.0
CNP0161974.3,C/C(C=O)=C/CC/C(C)=C/C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)C1=C(O)C=C(O)C=C1C2=O,"(2Z,6E)-8-[(3R,4aR,10aS)-3,4a-dichloro-6,8-dihydroxy-2,2-dimethyl-5,10-dioxo-3,4-dihydrobenzo[g]chromen-10a-yl]-2,6-dimethylocta-2,6-dienal",Lipids and lipid-like molecules,Terpenoids,Meroterpenoids,,Marine Bacteria (Unclassified),10.1021/acs.jnatprod.6b00235,Marine Bacteria (Unclassified),Terpenoids,6.68,7.69,4.42,5.42,5.37,5.65,5.71,5.54,5.28,6.39,6.92,7.69,495.3990000000002,5.2613000000000065,2,6,2.0,9.0
CNP0171040.5,CC1C[C@@H](O)CC(=O)C2=C(O)C=C(O)C=C2CC(=O)O1,Xestodecalactone C,Organic oxygen compounds,Polyketides,Macrolides,Zearalenones,Unknown-fungus sp.,10.1021/np020085c,Unknown-fungus sp.,Polyketides,6.36,7.66,4.44,5.26,5.31,5.36,5.85,5.37,5.13,6.73,6.92,7.66,280.276,0.9093999999999998,3,6,2.0,9.0
CNP0354244.1,C=C(C)[C@H]1COC2=C(C)C=C3OC4=C(C[C@H](O)C(C)(C)OCC5=C(/C=C/[C@@H](O)[C@@H](O)CCC)C=CC=C5OC)C=CC(O)=C4C(=O)C3=C2[C@@H]1O,Varioxiranol F,Organoheterocyclic compounds,Polyketides,,,Aspergillus stellatus|Emericella variecolor,10.1021/ACS.JNATPROD.5B00578|10.1021/acs.jnatprod.5b00578|10.1039/c6np00124f,Aspergillus stellatus|Emericella variecolor,Polyketides,6.74,7.85,5.24,6.8,5.51,5.74,6.08,8.45,5.35,7.2,7.83,8.45,688.8140000000003,6.02082000000001,5,10,1.0,9.0
CNP0372394.0,COC1=C(C=O)C(O)=CC2=C1C(=O)C1=CC=CC=C1C2=O,damnacanthal,Benzenoids,Polyketides,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Cercosporina kikuchii|Chara corallina|Clitocybe diatreta|Croton steenkampianus|Damnacanthus indicus|Damnacanthus major|Daphne aurantiaca|Derris brevipes|Eriostemon brucei|Euphorbia ingens|Garcinia afzelii|Garcinia brevipedicellata|Garcinia cantleyana|Heterophyllaea pustulata|Hymenodictyon excelsum|Hymenodictyon orixense|Lonicera korolkovii|Mangifera indica|Melanothamnus somalensis|Monilinia fructigena|Morinda citrifolia|Morinda elliptica|Morinda lucida|Neonauclea calycina|Parmelia gigas|Pentas parvifolia|Perna viridis|Portulaca pilosa|Prismatomeris fragrans|Pseudomonas putida|Pteris aquilina|Rennellia elliptica|Rhodopentas bussei|Rubia tinctorum|Saprosma fragrans|Siphonaria funiculata|Solanum curtipes|Stachys recta|Talaromyces helicus|Zerynthia polyxena,10.1007/BF03046638|10.1016/0031-9422(92)90070-7|10.1016/0304-3835(93)90259-C|10.1016/J.BBRC.2006.07.158|10.1016/J.BMCL.2006.06.027|10.1016/J.FITOTE.2011.02.008|10.1016/J.JEP.2005.03.018|10.1016/J.JPHOTOBIOL.2010.09.009|10.1016/S0031-9422(97)00252-5|10.1016/j.bmcl.2006.06.027|10.1016/j.fitote.2011.02.008|10.1021/acs.jnatprod.6b00178|10.1039/C39720000405|10.1039/J39710002001|10.1055/S-2006-960473|10.1055/S-2006-961543|10.1076/1388-0209(200009)38:4;1-A;FT298|10.1078/094471103322331854|10.1080/14786410902753138|10.1248/BPB.21.641|10.1248/CPB.56.1466|10.1248/YAKUSHI1947.75.2_225|10.3109/13880209509055208|10.3390/MOLECULES15107218,Cercosporina kikuchii|Chara corallina|Clitocybe diatreta|Croton steenkampianus|Damnacanthus indicus|Damnacanthus major|Daphne aurantiaca|Derris brevipes|Eriostemon brucei|Euphorbia ingens|Garcinia afzelii|Garcinia brevipedicellata|Garcinia cantleyana|Heterophyllaea pustulata|Hymenodictyon excelsum|Hymenodictyon orixense|Lonicera korolkovii|Mangifera indica|Melanothamnus somalensis|Monilinia fructigena|Morinda citrifolia|Morinda elliptica|Morinda lucida|Neonauclea calycina|Parmelia gigas|Pentas parvifolia|Perna viridis|Portulaca pilosa|Prismatomeris fragrans|Pseudomonas putida|Pteris aquilina|Rennellia elliptica|Rhodopentas bussei|Rubia tinctorum|Saprosma fragrans|Siphonaria funiculata|Solanum curtipes|Stachys recta|Talaromyces helicus|Zerynthia polyxena,Polyketides,6.47,7.58,5.86,6.19,5.31,6.17,5.68,5.48,5.09,6.7,6.92,7.58,282.251,1.9887,1,5,2.0,9.0
CNP0072604.1,O=C1OC([C@H](O)[C@H](O)C(Cl)Cl)=CC2=CC(O)=CC(O)=C12,Desmethyldichlorodiaportinol,Phenylpropanoids and polyketides,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins,Unknown-fungus sp. CYSK-4|unidentified species of Phylum Ascomycota,10.1039/c9np00069k|10.3390/md16020054,Unknown-fungus sp. CYSK-4|unidentified species of Phylum Ascomycota,Shikimates and Phenylpropanoids,6.51,7.69,4.49,6.55,5.23,5.9,5.8,5.15,5.11,6.52,6.92,7.69,321.112,1.4022000000000001,4,6,2.0,9.0
CNP0403495.1,COC(=O)[C@]1(CC2=CC=C(CC=C(C)C)C(O)=C2)OC(=O)C(O)=C1C1=CC=C(O)C=C1,,Lipids and lipid-like molecules,Shikimates and Phenylpropanoids,Lignans,Neolignans,Aspergillus terreus|Fungi,10.1002/PTR.4668|10.1002/ptr.4668|10.1016/J.FITOTE.2018.10.011|10.1016/j.fitote.2018.10.011,Aspergillus terreus|Fungi,Shikimates and Phenylpropanoids,6.52,7.7,5.5,6.31,5.65,6.44,6.06,5.71,5.24,6.55,6.92,7.7,424.4490000000002,3.5869000000000018,3,7,2.0,9.0
CNP0367878.4,CCCCCC(/C=C/C=C/CCCCCCCC(=O)O)OO,,,Fatty acids,Octadecanoids,Other Octadecanoids,Phytopathogenic Fungi Fusarium oxysporum + endophytic fungus Paraconiothyrium,,Phytopathogenic Fungi Fusarium oxysporum + endophytic fungus Paraconiothyrium,Fatty acids,6.21,7.41,4.28,5.98,5.39,5.8,5.61,5.1,5.43,5.57,6.53,7.41,312.44999999999993,5.352600000000004,2,3,2.5,8.98
CNP0103424.7,O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)=CC(O)=C12,,Phenylpropanoids and polyketides,Shikimates and Phenylpropanoids,Flavonoids,Flavones,Blumea densiflora|Cirsium arvense|Corallina rubens|Cratoxylum formosum|Dalea elegans|Euonymus grandiflorus|Hygrophila erecta|Hymenocallis arenicola|Relicina samoensis|Streptomyces cyaneofuscatus|Wardomyces inflatus,10.1007/BF00567325,Blumea densiflora|Cirsium arvense|Corallina rubens|Cratoxylum formosum|Dalea elegans|Euonymus grandiflorus|Hygrophila erecta|Hymenocallis arenicola|Relicina samoensis|Streptomyces cyaneofuscatus|Wardomyces inflatus,Shikimates and Phenylpropanoids,6.48,7.76,5.03,5.89,5.31,6.32,6.09,5.44,5.18,6.49,6.91,7.76,432.3810000000001,0.04989999999999978,6,10,2.0,8.98
CNP0355025.1,CCCCCCCCCCC[C@@H](O)C=CC1=CC2=C(N=N1)C(=O)C(NC)=CC2=O,Quinocinnolinomycin B,Organic oxygen compounds,Alkaloids,Tryptophan alkaloids,Quinoline alkaloids,Unknown-fungus sp.,10.1073/pnas.1507743112,Unknown-fungus sp.,Alkaloids,6.64,7.81,4.35,6.29,5.76,5.63,5.68,5.8,5.6,5.92,6.91,7.81,399.53500000000014,4.2539000000000025,2,6,2.0,8.98
CNP0294302.1,COC1=CC2=C(C(O)=C1O)[C@@]1(C)OC3=C(O)C(OC)=CC(C=O)=C3[C@](C)(O1)C2=O,"(1S,9S)-6,11,12-Trihydroxy-5,13-dimethoxy-1,9-dimethyl-16-oxo-8,17-dioxatetracyclo[7.7.1.02,7.010,15]heptadeca-2(7),3,5,10,12,14-hexaene-3-carbaldehyde",Organoheterocyclic compounds,Polyketides,,,Enterococcus faecium|Gerbera asplenifolia|Matricaria aurea|Monilinia fructicola|Unknown-fungus sp.|Virola venosa,10.1016/s0040-4039(02)00265-4,Enterococcus faecium|Gerbera asplenifolia|Matricaria aurea|Monilinia fructicola|Unknown-fungus sp.|Virola venosa,Polyketides,6.55,7.55,4.35,6.03,5.28,6.03,5.77,5.23,5.13,6.62,6.91,7.55,402.3550000000002,2.3265000000000002,3,9,2.0,8.98
CNP0128509.2,CC1=CC(O)=CC(O)=C1C(=O)O[C@H]1CC2=C(CO[C@](O)(CCCO)C2)C(=O)[C@@]1(C)O,Montagnuphilone F,Organoheterocyclic compounds,Polyketides,Chromanes,Azaphilones,Unknown-fungus sp. DM0194,10.1021/acs.jnatprod.6b00714,Unknown-fungus sp. DM0194,Polyketides,6.5,7.68,4.42,5.78,5.32,5.62,5.81,5.34,5.28,6.56,6.91,7.68,422.43000000000023,0.8334199999999996,5,9,2.0,8.98
CNP0231736.2,C=C1CC[C@H](Cl)C(C)(C)[C@@H]1C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)C1=C(O)C=C(O)C=C1C2=O,Napyradiomycin B1,Organoheterocyclic compounds,Polyketides,,,Marine Bacteria (Unclassified),10.1021/acs.jnatprod.6b00235,Marine Bacteria (Unclassified),Polyketides,6.77,7.64,4.2,5.79,5.44,5.46,5.93,5.26,5.25,6.32,6.91,7.64,515.8610000000002,5.989400000000006,2,5,2.0,8.98
CNP0072109.2,COC1=CC(O)=C2C(=O)C[C@@H](CC(C)=O)[C@H](OC)C2=C1O,Aspvanicin B,Benzenoids,Polyketides,Naphthalenes,Naphthalenones,Unknown-fungus or bacterium,10.1016/j.tetlet.2018.05.067,Unknown-fungus or bacterium,Polyketides,6.38,7.64,4.42,5.78,5.38,5.71,6.21,5.4,5.12,6.72,6.91,7.64,294.303,1.9755999999999996,2,6,2.0,8.98
CNP0277042.1,CC(=O)O[C@@H]1CO[C@H]2O[C@H]3[C@@H](C(C=O)=CC[C@@H]4C5=C(C(C)C)CC[C@]5(C)CC[C@]43C)[C@@]2(O)C1=O,,Lipids and lipid-like molecules,Terpenoids,Diterpenoids,Cyathane diterpenoids,Hericium coralloides|Metatrichia floriformis,10.1039/C39780000665|10.1515/ZNC-2002-3-411,Hericium coralloides|Metatrichia floriformis,Terpenoids,6.95,7.67,4.43,6.1,5.07,5.42,5.5,5.9,5.23,5.62,6.91,7.67,472.57800000000043,3.2876000000000025,1,7,2.0,8.98
CNP0073073.1,C[C@@]1(O)CC[C@H]2[C@](O)(C1)[C@@H]1O[C@@H]1[C@@]1(C)OC(=O)CC[C@]21C,Libertalide H,Organoheterocyclic compounds,Polyketides,Cyclic polyketides,Monacolins and Monacolin derivatives,Unknown-fungus sp.,10.1021/acs.jnatprod.7b00463,Unknown-fungus sp.,Polyketides,6.75,8.06,4.39,5.65,5.25,5.2,5.93,5.06,5.26,5.92,6.91,8.06,296.36300000000006,1.1515999999999997,2,5,2.0,8.98
CNP0202270.1,OC1=CC=CC2=C1NC1=C(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@H]34)C5)N=CC=C12,8-Hydroxymanzamine A,Alkaloids and derivatives,Alkaloids,Tryptophan alkaloids,Carboline alkaloids,Acanthostrongylophora|Amphimedon|Indo-Pacific sponge (Unclassified)|Pachypellina,10.1016/0040-4020(95)01057-2|10.1021/NP50103A027|10.1021/acs.jnatprod.9b00577|10.1021/np060092r|10.1021/np50103a027,Acanthostrongylophora|Amphimedon|Indo-Pacific sponge (Unclassified)|Pachypellina,Alkaloids,6.25,7.3,5.7,6.06,5.93,5.49,6.01,6.3,5.27,7.12,6.91,7.3,564.7740000000003,6.561400000000007,3,5,2.0,8.98
CNP0245825.1,C[C@]12OC=C3CC[C@@H]4[C@H](CC=C5C[C@@H](O)[C@H](O)C[C@@]54C)C(=O)O[C@H](CO1)[C@@H]32,,Organoheterocyclic compounds,Terpenoids,Steroids,Cholane steroids,Agave cocui|Alcyonium coralloides|Campanula hypopolia|Chasmanthera dependens|Corydalis pallida|Crepis czerepanovii|Cylindropuntia leptocaulis|Dendrobates auratus|Eupatoriastrum nelsonii|Huperzia selago|Hydroclathrus tenuis|Hymenoxys grandiflora|Kielmeyera rubriflora|Larix lyallii|Lethariella sinensis|Maackia floribunda|Meliosma wightii|Oroxylum indicum|Othonna tagetes|Pellina semitubulosa|Penicillium expansum|Phakellia flabellata|Philadelphus coronarius|Phragmatobia fuliginosa|Phyllosticta cirsii|Polygala fruticosa|Pteris pedata|Pterocarpus macrocarpus|Russula lepida|Scandix pecten-veneris|Senecio miser|Simaba cuneata|Sorbaria arborea|Syzygium levinei|Thalictrum podocarpum|Trichilia catigua|Trichoplusia ni|Tripteris microcarpa|Turbina corymbosa|Urginea riparia|Ventilago madraspatana|Vincetoxicum atratum,10.1248/CPB.33.4188,Agave cocui|Alcyonium coralloides|Campanula hypopolia|Chasmanthera dependens|Corydalis pallida|Crepis czerepanovii|Cylindropuntia leptocaulis|Dendrobates auratus|Eupatoriastrum nelsonii|Huperzia selago|Hydroclathrus tenuis|Hymenoxys grandiflora|Kielmeyera rubriflora|Larix lyallii|Lethariella sinensis|Maackia floribunda|Meliosma wightii|Oroxylum indicum|Othonna tagetes|Pellina semitubulosa|Penicillium expansum|Phakellia flabellata|Philadelphus coronarius|Phragmatobia fuliginosa|Phyllosticta cirsii|Polygala fruticosa|Pteris pedata|Pterocarpus macrocarpus|Russula lepida|Scandix pecten-veneris|Senecio miser|Simaba cuneata|Sorbaria arborea|Syzygium levinei|Thalictrum podocarpum|Trichilia catigua|Trichoplusia ni|Tripteris microcarpa|Turbina corymbosa|Urginea riparia|Ventilago madraspatana|Vincetoxicum atratum,Terpenoids,6.53,7.55,4.41,5.6,5.66,5.12,6.64,5.18,5.06,6.0,6.91,7.55,376.4490000000002,2.0530999999999997,2,6,2.0,8.98
CNP0072109.1,COC1=CC(O)=C2C(=O)C[C@@H](CC(C)=O)[C@@H](OC)C2=C1O,Aspvanicin A,Benzenoids,Polyketides,Naphthalenes,Naphthalenones,Unknown-fungus or bacterium,10.1016/j.tetlet.2018.05.067,Unknown-fungus or bacterium,Polyketides,6.38,7.64,4.42,5.78,5.38,5.71,6.21,5.4,5.12,6.72,6.91,7.64,294.303,1.9755999999999996,2,6,2.0,8.98
CNP0280917.1,C[C@@H]1CCC[C@H](O)CCCC2=CC(O)=CC(O)=C2C(=O)O1,"(3R, 7R)-7-hydroxy-de-O-methyllasiodiplodin",Benzenoids,Polyketides,Macrolides,Zearalenones,Acinetobacter johnsonii|Plectris|Trichoderma|Trichoderma sp.|Trichoderma sp. (Strain 307) + Acinetobacter johnsonii (Strain B2)|Unknown-fungus of Trichoderma sp. 307 and Acinetobacter johnsonii B2,10.1039/c8np00092a|10.3390/MD15020035|10.3390/md15020035,Acinetobacter johnsonii|Plectris|Trichoderma|Trichoderma sp.|Trichoderma sp. (Strain 307) + Acinetobacter johnsonii (Strain B2)|Unknown-fungus of Trichoderma sp. 307 and Acinetobacter johnsonii B2,Polyketides,6.36,7.62,4.44,5.79,5.32,5.17,5.91,5.19,5.09,6.75,6.91,7.62,294.34700000000004,2.5106000000000015,3,5,2.0,8.98
